CitizenID,VoterRegistration,VolunteerHoursPerYear,CommunityGroupMembership,DonationsToCharity
1779,False,446,None,2307
1780,True,371,None,5903
1781,True,241,Sports Club,6466
1782,False,188,Religious Organization,4642
1783,False,73,Sports Club,6175
1784,True,491,Religious Organization,7436
1785,True,456,Religious Organization,7770
1786,False,0,Religious Organization,6739
1787,False,137,Neighborhood Watch,6589
1788,False,378,None,4367
1789,True,214,Sports Club,1845
1790,True,403,Sports Club,2086
1791,False,102,Sports Club,7899
1792,False,111,Religious Organization,5202
1793,True,183,None,1115
1794,False,298,Neighborhood Watch,4263
1795,False,232,Religious Organization,6274
1796,True,24,Sports Club,4060
1797,True,105,None,8911
1798,True,337,Neighborhood Watch,4101
1799,False,208,Neighborhood Watch,8563
1800,True,275,Sports Club,7032
1801,True,406,Neighborhood Watch,9852
1802,True,87,Sports Club,2884
1803,False,441,None,1544
1804,True,395,Neighborhood Watch,437
1805,True,494,Religious Organization,6492
1806,False,165,Neighborhood Watch,9899
1807,False,227,None,8154
1808,True,352,Religious Organization,8563
1809,True,318,None,8182
1810,True,303,Sports Club,8510
1811,True,267,Neighborhood Watch,9477
1812,False,475,Sports Club,6014
1813,True,472,Sports Club,218
1814,True,371,Religious Organization,9838
1815,True,94,Neighborhood Watch,5926
1816,True,305,Neighborhood Watch,3353
1817,False,244,Neighborhood Watch,1854
1818,False,355,Religious Organization,3290
1819,False,364,Sports Club,2895
1820,True,220,Sports Club,4497
1821,False,240,Neighborhood Watch,9043
1822,True,352,None,7808
1823,False,333,None,9284
1824,False,356,Sports Club,3717
1825,True,135,Neighborhood Watch,4351
1826,True,154,Religious Organization,8104
1827,False,69,Sports Club,1098
1828,True,311,Sports Club,6785
1829,False,106,Sports Club,1711
1830,True,314,None,9132
1831,False,110,None,7831
1832,True,373,Neighborhood Watch,7430
1833,True,176,Religious Organization,2048
1834,True,273,None,178
1835,True,92,Sports Club,8469
1836,False,454,Sports Club,3572
1837,False,444,None,5263
1838,False,364,Religious Organization,8025
1839,True,351,Neighborhood Watch,7038
1840,False,306,Religious Organization,5581
1841,True,426,Neighborhood Watch,6605
1842,False,170,Sports Club,227
1843,True,430,Neighborhood Watch,3783
1844,True,487,None,6048
1845,False,273,Sports Club,2544
1846,False,79,Religious Organization,7961
1847,True,116,None,4863
1848,False,330,None,481
1849,False,480,Sports Club,4773
1850,True,390,Sports Club,4595
1851,False,105,Sports Club,8198
1852,True,37,Religious Organization,7176
1853,False,105,Neighborhood Watch,8291
1854,False,334,Neighborhood Watch,7892
1855,True,229,None,7503
1856,False,288,Neighborhood Watch,648
1857,True,430,None,2163
1858,False,368,Religious Organization,7805
1859,True,212,Neighborhood Watch,3043
1860,True,76,None,3127
1861,True,415,Sports Club,7068
1862,False,139,Neighborhood Watch,7535
1863,False,428,Sports Club,7283
1864,False,148,Sports Club,4026
1865,True,144,Neighborhood Watch,1107
1866,False,116,None,4989
1867,True,207,Sports Club,6139
1868,False,454,Religious Organization,6847
1869,True,234,Neighborhood Watch,7490
1870,True,247,Sports Club,6391
1871,True,93,Neighborhood Watch,2400
1872,False,400,Neighborhood Watch,7225
1873,True,41,Religious Organization,1025
1874,True,244,Religious Organization,6061
1875,False,263,Religious Organization,6250
1876,True,60,Neighborhood Watch,3016
1877,True,443,Sports Club,5255
1878,False,89,Neighborhood Watch,4202
1879,False,388,Sports Club,4668
1880,True,445,Religious Organization,6774
1881,True,491,Religious Organization,2976
1882,True,425,Neighborhood Watch,808
1883,True,31,Sports Club,2354
1884,True,24,Neighborhood Watch,6404
1885,False,88,None,9185
1886,False,314,Religious Organization,3108
1887,True,339,None,389
1888,False,435,Sports Club,8723
1889,False,460,Religious Organization,664
1890,True,167,Religious Organization,1871
1891,False,209,Neighborhood Watch,608
1892,True,127,None,2972
1893,True,77,None,2962
1894,True,189,None,5103
1895,False,486,None,8769
1896,False,58,None,1868
1897,True,306,None,8265
1898,False,86,Religious Organization,7859
1899,False,487,Religious Organization,8926
1900,False,240,Neighborhood Watch,7848
1901,True,401,Sports Club,4242
1902,False,277,Neighborhood Watch,9299
1903,False,473,Sports Club,7025
1904,True,233,None,4840
1905,True,389,Religious Organization,2715
1906,True,419,Religious Organization,4638
1907,False,305,None,2319
1908,False,464,Sports Club,2892
1909,True,224,Religious Organization,2065
1910,True,438,None,2980
1911,False,41,Sports Club,6508
1912,False,466,Religious Organization,8413
1913,False,409,None,7050
1914,False,373,Neighborhood Watch,2060
1915,True,63,Neighborhood Watch,6085
1916,True,169,Religious Organization,2035
1917,False,225,Sports Club,5942
1918,True,409,Sports Club,1699
1919,False,423,None,4130
1920,True,93,Sports Club,3592
1921,True,289,Neighborhood Watch,3982
1922,True,115,Sports Club,2104
1923,False,144,Sports Club,2643
1924,False,416,Religious Organization,160
1925,True,247,Neighborhood Watch,6321
1926,True,235,Neighborhood Watch,8287
1927,False,328,Religious Organization,7185
1928,True,420,Sports Club,3093
1929,True,447,None,7185
1930,True,235,None,6642
1931,True,32,None,3325
1932,True,387,Sports Club,8394
1933,False,48,Religious Organization,7283
1934,True,181,Neighborhood Watch,5794
1935,True,80,Religious Organization,4708
1936,True,443,Neighborhood Watch,9064
1937,True,332,Neighborhood Watch,129
1938,True,460,None,2520
1939,True,132,Neighborhood Watch,5448
1940,False,27,None,5020
1941,False,379,Religious Organization,4173
1942,False,425,Religious Organization,2859
1943,False,458,None,3273
1944,True,437,Sports Club,1545
1945,True,154,None,1921
1946,True,275,Neighborhood Watch,4427
1947,False,137,Religious Organization,1032
1948,True,2,Religious Organization,8532
1949,True,400,Religious Organization,4407
1950,False,89,Neighborhood Watch,9671
1951,True,389,None,4318
1952,False,113,Religious Organization,5641
1953,True,395,None,9155
1954,True,130,Neighborhood Watch,4591
1955,False,448,None,6830
1956,True,173,Religious Organization,2863
1957,True,446,Neighborhood Watch,1068
1958,False,411,Religious Organization,7432
1959,False,311,Sports Club,4812
1960,False,147,Neighborhood Watch,5425
1961,False,406,Neighborhood Watch,1286
1962,True,263,Sports Club,9131
1963,True,363,Neighborhood Watch,7670
1964,False,59,Sports Club,164
1965,True,99,Religious Organization,3181
1966,False,286,None,8500
1967,False,475,Neighborhood Watch,7795
1968,True,201,Neighborhood Watch,6179
1969,False,134,Religious Organization,7418
1970,True,201,Sports Club,2199
1971,True,9,None,5502
1972,False,266,Neighborhood Watch,1819
1973,False,10,Sports Club,4549
1974,False,291,Sports Club,3272
1975,True,153,Neighborhood Watch,7343
1976,False,137,Sports Club,9887
1977,True,344,Sports Club,1221
1978,False,461,Neighborhood Watch,2529
1979,True,52,Neighborhood Watch,3339
1980,False,282,Neighborhood Watch,2508
1981,False,4,Sports Club,1940
1982,False,156,Sports Club,2054
1983,True,433,Neighborhood Watch,8222
1984,True,324,Religious Organization,7731
1985,False,323,None,6277
1986,True,69,Neighborhood Watch,915
1987,True,281,Religious Organization,3740
1988,False,177,Sports Club,5319
1989,False,274,Sports Club,7018
1990,False,243,Religious Organization,5559
1991,False,482,None,1281
1992,False,398,None,2014
1993,True,74,Neighborhood Watch,2282
1994,False,12,Neighborhood Watch,6269
1995,True,294,Religious Organization,5060
1996,False,119,None,2895
1997,False,225,Neighborhood Watch,6506
1998,False,283,Sports Club,38
1999,False,173,Religious Organization,3625
2000,True,476,Sports Club,2557
2001,False,177,Neighborhood Watch,8729
2002,True,179,Neighborhood Watch,3877
2003,True,296,Religious Organization,5931
2004,False,157,Neighborhood Watch,55
2005,False,134,Religious Organization,6111
2006,False,73,Neighborhood Watch,1221
2007,True,76,Sports Club,3364
2008,False,0,Neighborhood Watch,5673
2009,True,300,None,6318
2010,True,174,None,8412
2011,False,244,Sports Club,9657
2012,True,273,Religious Organization,7116
2013,True,286,Religious Organization,5424
2014,False,397,Sports Club,1698
2015,True,310,None,3439
2016,True,321,Sports Club,3050
2017,False,315,Religious Organization,9058
2018,True,95,Religious Organization,4782
2019,True,389,None,3726
2020,True,253,Sports Club,9184
2021,False,236,Neighborhood Watch,1286
2022,False,149,Sports Club,1917
2023,True,57,Sports Club,1876
2024,True,67,Neighborhood Watch,2115
2025,True,129,Sports Club,566
2026,True,76,Religious Organization,5370
2027,False,398,Religious Organization,4537
2028,True,184,Neighborhood Watch,1572
2029,True,2,Sports Club,9769
2030,True,450,Religious Organization,7094
2031,False,25,Neighborhood Watch,7046
2032,False,321,Religious Organization,5810
2033,False,367,Sports Club,5137
2034,False,15,None,5866
2035,True,1,Neighborhood Watch,2830
2036,True,71,Sports Club,979
2037,False,378,Sports Club,4228
2038,True,497,None,3979
2039,False,122,Neighborhood Watch,2800
2040,True,85,Sports Club,6428
2041,True,372,None,2660
2042,True,104,Neighborhood Watch,3737
2043,True,460,Religious Organization,3126
2044,True,323,Sports Club,3078
2045,False,176,None,9345
2046,True,105,Religious Organization,240
2047,False,56,Religious Organization,5197
2048,False,370,Sports Club,3572
2049,False,236,Religious Organization,1813
2050,False,52,None,5751
2051,False,197,Sports Club,3819
2052,False,30,Religious Organization,8987
2053,False,89,Sports Club,1126
2054,False,409,None,7582
2055,True,161,Neighborhood Watch,1565
2056,True,196,Neighborhood Watch,8828
2057,True,225,Neighborhood Watch,7792
2058,False,497,Neighborhood Watch,2934
2059,True,64,Religious Organization,6428
2060,True,317,Neighborhood Watch,5592
2061,True,308,Religious Organization,7996
2062,True,203,None,5324
2063,True,349,None,6262
2064,True,117,Neighborhood Watch,9096
2065,False,461,Sports Club,9290
2066,True,158,None,9484
2067,False,474,Sports Club,780
2068,True,373,Sports Club,9423
2069,False,443,Religious Organization,3312
2070,True,499,None,5206
2071,False,320,Religious Organization,4431
2072,False,164,None,3046
2073,True,269,Religious Organization,9471
2074,True,110,Religious Organization,4357
2075,True,18,None,675
2076,True,351,Neighborhood Watch,9336
2077,True,357,Religious Organization,8546
2078,False,39,None,5895
2079,False,87,Sports Club,8393
2080,False,427,Sports Club,669
2081,True,298,Neighborhood Watch,5671
2082,True,217,None,7259
2083,False,256,Sports Club,3785
2084,True,403,Sports Club,9644
2085,True,209,Sports Club,297
2086,True,422,Religious Organization,853
2087,True,329,Sports Club,8754
2088,True,136,Neighborhood Watch,9370
2089,False,115,Sports Club,4912
2090,False,197,Religious Organization,6482
2091,False,495,Neighborhood Watch,382
2092,True,383,None,5938
2093,True,128,Sports Club,13
2094,False,296,Religious Organization,9815
2095,True,103,None,8653
2096,True,271,Sports Club,3877
2097,True,404,None,2154
2098,True,250,Sports Club,2481
2099,True,1,Neighborhood Watch,78
2100,True,257,Neighborhood Watch,6061
2101,True,109,None,6524
2102,False,412,None,6292
2103,False,28,None,2839
2104,True,268,Neighborhood Watch,6212
2105,False,229,None,2822
2106,False,226,None,9908
2107,True,139,None,244
2108,True,343,None,2710
2109,True,206,Religious Organization,3410
2110,True,198,None,6995
2111,False,2,Religious Organization,1102
2112,False,155,Neighborhood Watch,1105
2113,False,445,Neighborhood Watch,9614
2114,False,83,Religious Organization,3609
2115,False,388,Religious Organization,4686
2116,True,430,Sports Club,5682
2117,False,413,Sports Club,6958
2118,False,60,None,1718
2119,True,225,Religious Organization,3459
2120,True,130,Neighborhood Watch,2179
2121,False,447,Religious Organization,4342
2122,False,341,None,1645
2123,True,402,Religious Organization,612
2124,False,358,Religious Organization,4734
2125,True,324,Religious Organization,7839
2126,False,214,Sports Club,6856
2127,True,30,None,7061
2128,False,226,None,2589
2129,True,414,None,3344
2130,False,308,Neighborhood Watch,5214
2131,False,251,Religious Organization,2898
2132,False,350,Neighborhood Watch,93
2133,False,45,Religious Organization,3474
2134,True,1,Sports Club,6716
2135,False,196,None,325
2136,True,168,Religious Organization,6046
2137,False,220,Neighborhood Watch,9994
2138,False,144,Sports Club,2303
2139,True,215,Neighborhood Watch,7612
2140,True,432,Sports Club,2563
2141,True,111,None,8092
2142,True,450,Religious Organization,1122
2143,True,207,Sports Club,8215
2144,False,164,Religious Organization,8157
2145,True,175,Sports Club,3520
2146,True,40,None,2700
2147,True,490,Religious Organization,3503
2148,True,368,Sports Club,1672
2149,False,242,Neighborhood Watch,971
2150,False,410,None,5960
2151,True,466,Religious Organization,2314
2152,True,160,None,3595
2153,True,113,Neighborhood Watch,5795
2154,True,171,Religious Organization,7347
2155,True,271,Neighborhood Watch,5875
2156,True,136,Religious Organization,2077
2157,True,265,None,9191
2158,False,153,None,6731
2159,True,31,Sports Club,151
2160,False,299,Religious Organization,8538
2161,False,430,Sports Club,8400
2162,True,90,Religious Organization,4459
2163,True,390,Neighborhood Watch,2609
2164,True,108,Neighborhood Watch,1458
2165,False,113,Sports Club,4584
2166,True,93,Neighborhood Watch,4449
2167,False,332,None,4879
2168,True,192,Religious Organization,3476
2169,False,225,Sports Club,2482
2170,False,449,Neighborhood Watch,759
2171,True,431,Religious Organization,1252
2172,True,96,Neighborhood Watch,5121
2173,True,213,Sports Club,4175
2174,False,274,Sports Club,9092
2175,True,306,Religious Organization,1937
2176,True,496,Neighborhood Watch,1820
2177,True,123,Neighborhood Watch,2337
2178,True,373,Religious Organization,5280
2179,False,227,None,9725
2180,True,179,None,5443
2181,False,252,None,5509
2182,True,292,None,4666
2183,True,82,None,2948
2184,True,484,Religious Organization,3755
2185,True,54,Sports Club,6687
2186,False,240,None,2236
2187,False,61,None,4453
2188,True,260,Sports Club,4189
2189,False,440,Neighborhood Watch,305
2190,True,193,Religious Organization,4266
2191,False,292,Neighborhood Watch,5325
2192,False,87,Sports Club,669
2193,False,190,Neighborhood Watch,1181
2194,False,29,Neighborhood Watch,100
2195,True,402,Sports Club,5685
2196,False,45,Religious Organization,3544
2197,True,269,Sports Club,9547
2198,False,333,Neighborhood Watch,4345
2199,True,134,Sports Club,4698
2200,False,393,None,7964
2201,False,26,Sports Club,8893
2202,False,234,Neighborhood Watch,2540
2203,False,100,Neighborhood Watch,9996
2204,True,493,Religious Organization,5424
2205,False,356,Sports Club,7838
2206,True,67,Sports Club,8106
2207,True,333,None,7235
2208,False,275,Sports Club,2681
2209,False,263,Religious Organization,3350
2210,True,64,Sports Club,1811
2211,True,33,Sports Club,5670
2212,False,413,Sports Club,7664
2213,True,487,None,7755
2214,False,111,Neighborhood Watch,1457
2215,True,100,None,5412
2216,True,459,Religious Organization,1964
2217,True,237,Neighborhood Watch,1784
2218,True,307,Sports Club,6212
2219,False,306,Neighborhood Watch,869
2220,True,445,Religious Organization,201
2221,False,412,Religious Organization,2219
2222,False,276,Religious Organization,9614
2223,False,351,None,9453
2224,True,492,Religious Organization,2933
2225,True,365,Neighborhood Watch,7483
2226,True,357,Sports Club,538
2227,False,323,Sports Club,7807
2228,True,498,None,3198
2229,False,172,None,3885
2230,True,277,Sports Club,2319
2231,False,208,Religious Organization,9939
2232,True,15,None,8135
2233,False,287,None,8577
2234,False,102,Neighborhood Watch,7419
2235,True,188,Neighborhood Watch,1820
2236,True,97,None,8055
2237,True,433,None,3061
2238,False,254,Neighborhood Watch,5475
2239,False,428,None,3754
2240,True,244,Religious Organization,8454
2241,False,372,None,1391
2242,False,104,Sports Club,5669
2243,False,115,Sports Club,3966
2244,True,119,Sports Club,4343
2245,False,451,None,6435
2246,True,335,Neighborhood Watch,902
2247,True,191,Neighborhood Watch,6816
2248,True,156,Neighborhood Watch,4084
2249,True,277,None,6740
2250,True,304,Sports Club,9589
2251,True,349,Sports Club,2520
2252,False,198,Neighborhood Watch,2294
2253,False,481,None,609
2254,True,1,None,3963
2255,False,69,None,8370
2256,True,313,None,3401
2257,True,33,Sports Club,8805
2258,False,374,Religious Organization,177
2259,True,450,Sports Club,1503
2260,True,36,Religious Organization,222
2261,True,114,Sports Club,6973
2262,False,246,Religious Organization,913
2263,True,184,Neighborhood Watch,5796
2264,True,476,Neighborhood Watch,4469
2265,False,49,Religious Organization,2125
2266,True,119,Sports Club,5817
2267,True,178,Neighborhood Watch,5202
2268,True,214,Neighborhood Watch,7501
2269,True,81,None,2947
2270,True,48,Neighborhood Watch,4634
2271,True,364,Neighborhood Watch,2973
2272,False,471,None,4760
2273,False,204,None,1947
2274,False,455,Neighborhood Watch,1454
2275,True,193,None,1243
2276,True,194,Religious Organization,9966
2277,False,488,Sports Club,1567
2278,False,154,Neighborhood Watch,4755
2279,False,495,Religious Organization,8562
2280,False,269,Religious Organization,6808
2281,False,400,Sports Club,8193
2282,True,83,Sports Club,2591
2283,True,249,None,3910
2284,False,208,Sports Club,946
2285,True,356,None,7638
2286,False,249,Religious Organization,88
2287,False,72,Religious Organization,4849
2288,True,5,Sports Club,6976
2289,True,418,Sports Club,3003
2290,True,109,Religious Organization,8988
2291,False,25,Religious Organization,6951
2292,True,64,Sports Club,6241
2293,False,74,Religious Organization,6176
2294,False,118,None,3388
2295,False,244,None,2713
2296,False,184,Religious Organization,4952
2297,True,89,None,1449
2298,False,148,Neighborhood Watch,3178
2299,False,228,Religious Organization,6588
2300,False,492,Neighborhood Watch,2185
2301,False,137,Sports Club,7007
2302,False,0,Sports Club,5031
2303,True,72,Neighborhood Watch,6031
2304,True,61,Neighborhood Watch,2171
2305,False,189,Neighborhood Watch,7817
2306,False,35,Religious Organization,7111
2307,False,191,Sports Club,4134
2308,True,48,Sports Club,7547
2309,True,124,None,7680
2310,True,166,Religious Organization,5035
2311,False,232,None,2296
2312,False,371,Sports Club,2504
2313,False,408,Neighborhood Watch,5612
2314,False,39,Religious Organization,3904
2315,False,40,Religious Organization,2960
2316,True,415,Neighborhood Watch,8131
2317,False,495,Sports Club,8215
2318,True,225,Neighborhood Watch,5726
2319,False,19,Neighborhood Watch,2640
2320,True,294,Religious Organization,8863
2321,True,472,None,2029
2322,True,115,Sports Club,5430
2323,False,426,Neighborhood Watch,5343
2324,True,217,Religious Organization,4557
2325,True,201,None,7302
2326,True,217,Neighborhood Watch,309
2327,True,458,Sports Club,9342
2328,True,95,None,3470
2329,False,480,Neighborhood Watch,6995
2330,True,406,Religious Organization,3460
2331,True,319,Neighborhood Watch,2112
2332,True,30,None,1894
2333,True,345,Sports Club,2827
2334,False,293,Neighborhood Watch,670
2335,False,190,Religious Organization,6115
2336,False,97,Neighborhood Watch,4912
2337,True,208,Sports Club,5551
2338,True,262,Neighborhood Watch,2470
2339,False,293,Sports Club,7057
2340,True,19,Religious Organization,8421
2341,True,152,Sports Club,8600
2342,True,295,Neighborhood Watch,2190
2343,False,85,Religious Organization,9577
2344,False,417,Neighborhood Watch,5229
2345,True,370,Religious Organization,723
2346,False,454,Religious Organization,6881
2347,True,206,Neighborhood Watch,2856
2348,False,343,Neighborhood Watch,3491
2349,False,402,Religious Organization,1050
2350,False,274,None,6724
2351,True,371,Neighborhood Watch,9039
2352,False,418,Religious Organization,3144
2353,False,418,None,3727
2354,True,144,Religious Organization,8638
2355,False,343,Neighborhood Watch,9649
2356,True,369,Religious Organization,7990
2357,False,269,None,4316
2358,True,295,Neighborhood Watch,5533
2359,False,189,Religious Organization,7925
2360,False,390,Sports Club,5510
2361,True,199,Religious Organization,49
2362,True,391,Sports Club,5544
2363,False,390,Sports Club,2709
2364,False,103,None,4262
2365,True,299,Neighborhood Watch,9543
2366,True,248,None,6419
2367,True,187,Neighborhood Watch,261
2368,True,88,Sports Club,2126
2369,False,252,Sports Club,1498
2370,False,331,Religious Organization,4532
2371,False,304,None,9617
2372,False,397,Religious Organization,5049
2373,False,214,None,9135
2374,False,322,Sports Club,8636
2375,False,256,None,4367
2376,True,374,None,3282
2377,True,472,Neighborhood Watch,5225
2378,True,159,None,1098
2379,False,190,Religious Organization,5584
2380,True,97,Religious Organization,3095
2381,True,152,Religious Organization,11
2382,False,430,Religious Organization,4818
2383,True,283,Neighborhood Watch,9898
2384,False,204,Religious Organization,5739
2385,False,12,Neighborhood Watch,538
2386,True,466,Sports Club,2075
2387,True,171,Religious Organization,6529
2388,True,418,Neighborhood Watch,9437
2389,True,498,None,7610
2390,False,188,None,7737
2391,False,441,Religious Organization,2888
2392,False,244,None,69
2393,False,319,Religious Organization,4958
2394,True,383,Religious Organization,2145
2395,False,428,None,5318
2396,False,287,None,1894
2397,False,300,None,6945
2398,True,483,Neighborhood Watch,9779
2399,True,363,Sports Club,9480
2400,False,235,Sports Club,2026
2401,False,298,Religious Organization,3235
2402,False,168,Sports Club,1115
2403,False,127,Neighborhood Watch,6424
2404,False,127,None,7241
2405,True,350,Neighborhood Watch,5278
2406,False,13,Neighborhood Watch,5951
2407,False,50,Neighborhood Watch,5535
2408,False,296,Religious Organization,6447
2409,False,270,Neighborhood Watch,4922
2410,True,375,None,1681
2411,False,202,None,6369
2412,False,77,Religious Organization,488
2413,True,237,None,8897
2414,False,429,Sports Club,741
2415,True,16,Neighborhood Watch,101
2416,False,460,Religious Organization,6353
2417,True,197,Sports Club,6892
2418,True,380,Neighborhood Watch,2360
2419,True,355,None,2307
2420,False,42,Religious Organization,7564
2421,True,105,Neighborhood Watch,1279
2422,True,323,Religious Organization,5934
2423,False,85,Neighborhood Watch,6064
2424,False,240,Sports Club,6938
2425,True,258,Neighborhood Watch,3495
2426,True,61,Religious Organization,6682
2427,False,197,None,5680
2428,False,48,Religious Organization,5507
2429,False,48,Sports Club,9227
2430,False,403,Sports Club,4031
2431,True,13,Neighborhood Watch,4391
2432,True,243,Sports Club,8884
2433,False,13,Sports Club,4649
2434,True,326,Religious Organization,8893
2435,False,126,Religious Organization,7663
2436,True,32,None,1903
2437,False,303,Neighborhood Watch,9829
2438,False,87,None,1197
2439,True,399,Religious Organization,7243
2440,True,410,None,7067
2441,False,182,Religious Organization,6994
2442,False,473,None,1861
2443,False,310,Neighborhood Watch,4963
2444,False,75,Neighborhood Watch,4631
2445,False,84,Religious Organization,8920
2446,True,166,Sports Club,8188
2447,True,176,Neighborhood Watch,7182
2448,True,189,Sports Club,5656
2449,True,440,Religious Organization,5288
2450,True,376,Neighborhood Watch,1312
2451,False,329,Religious Organization,5817
2452,True,204,Neighborhood Watch,9690
2453,True,90,None,8018
2454,True,15,None,5788
2455,True,310,None,3525
2456,True,214,None,7773
2457,True,459,None,7835
2458,False,478,Religious Organization,1902
2459,False,240,Sports Club,2692
2460,True,32,Neighborhood Watch,7572
2461,False,304,Neighborhood Watch,6664
2462,False,216,Religious Organization,4199
2463,True,466,Sports Club,6193
2464,True,197,Sports Club,1079
2465,False,148,Sports Club,7392
2466,True,136,Neighborhood Watch,3763
2467,False,365,Sports Club,4339
2468,True,164,None,7864
2469,True,334,Neighborhood Watch,3431
2470,True,320,None,2976
2471,True,405,Neighborhood Watch,4309
2472,True,6,Neighborhood Watch,4998
2473,False,15,Neighborhood Watch,4041
2474,True,332,None,7915
2475,True,462,Neighborhood Watch,194
2476,True,180,Religious Organization,762
2477,True,252,Neighborhood Watch,2274
2478,False,429,Neighborhood Watch,2994
2479,False,360,Sports Club,1582
2480,True,496,Religious Organization,4188
2481,True,280,None,1955
2482,False,284,Neighborhood Watch,1563
2483,False,463,None,9990
2484,False,449,Sports Club,5652
2485,False,419,None,2812
2486,False,301,Religious Organization,8495
2487,False,97,None,3052
2488,False,449,Religious Organization,7879
2489,True,495,Religious Organization,3929
2490,True,180,None,986
2491,True,451,Religious Organization,3025
2492,True,343,Sports Club,9447
2493,True,303,Religious Organization,8534
2494,False,419,Neighborhood Watch,8472
2495,False,338,Neighborhood Watch,6722
2496,False,394,Religious Organization,8042
2497,False,262,Religious Organization,34
2498,True,305,Religious Organization,525
2499,False,444,Religious Organization,2600
2500,True,348,Religious Organization,7505
2501,True,190,Religious Organization,5370
2502,False,416,Neighborhood Watch,7325
2503,False,39,Neighborhood Watch,3384
2504,True,316,Sports Club,3574
2505,True,61,Religious Organization,8599
2506,False,454,Sports Club,6233
2507,True,194,Sports Club,7465
2508,True,405,Sports Club,1191
2509,True,455,Religious Organization,8035
2510,False,336,Religious Organization,4683
2511,True,162,Religious Organization,5441
2512,True,417,Religious Organization,7413
2513,True,287,Neighborhood Watch,353
2514,True,2,Religious Organization,9270
2515,False,14,Sports Club,2928
2516,True,303,Sports Club,5382
2517,False,357,Religious Organization,7452
2518,False,219,Religious Organization,9268
2519,True,145,Sports Club,6241
2520,True,355,Neighborhood Watch,9655
2521,True,268,Religious Organization,2775
2522,False,380,None,496
2523,True,222,None,1843
2524,False,389,Sports Club,1139
2525,False,93,Religious Organization,4295
2526,False,468,Sports Club,732
2527,True,155,None,5164
2528,True,338,None,2149
2529,False,123,Religious Organization,9607
2530,True,104,Religious Organization,1344
2531,False,203,Neighborhood Watch,70
2532,True,179,Religious Organization,3338
2533,False,460,Neighborhood Watch,915
2534,True,36,Sports Club,1244
2535,False,462,None,9139
2536,False,64,Neighborhood Watch,121
2537,True,296,None,2861
2538,False,111,Neighborhood Watch,8014
2539,True,20,Religious Organization,2739
2540,True,52,Sports Club,6442
2541,False,116,Sports Club,3271
2542,False,25,Sports Club,1742
2543,False,215,Neighborhood Watch,8246
2544,True,267,Religious Organization,5616
2545,True,407,None,4913
2546,False,209,None,6427
2547,False,54,Neighborhood Watch,900
2548,True,131,Sports Club,8984
2549,True,175,Religious Organization,7598
2550,True,237,Religious Organization,4920
2551,True,191,Sports Club,8339
2552,True,274,None,2322
2553,False,308,None,2810
2554,False,496,Sports Club,8590
2555,False,363,Neighborhood Watch,6896
2556,False,312,Sports Club,1696
2557,True,386,Sports Club,979
2558,True,426,None,8677
2559,False,397,None,7414
2560,False,277,Neighborhood Watch,5577
2561,True,133,Sports Club,9094
2562,False,459,None,9758
2563,True,79,Sports Club,2290
2564,False,262,None,5279
2565,False,178,Neighborhood Watch,9176
2566,True,60,Neighborhood Watch,4076
2567,True,473,Religious Organization,1500
2568,False,255,Religious Organization,2509
2569,True,217,Religious Organization,353
2570,True,174,Religious Organization,22
2571,False,386,Sports Club,4266
2572,False,434,Religious Organization,412
2573,False,181,Religious Organization,6990
2574,False,41,None,9749
2575,False,471,Sports Club,4571
2576,True,213,Sports Club,567
2577,False,67,Sports Club,2489
2578,True,112,Neighborhood Watch,3832
2579,True,190,Neighborhood Watch,5477
2580,True,404,Religious Organization,9022
2581,True,17,None,8874
2582,False,289,Religious Organization,6960
2583,True,191,Neighborhood Watch,8134
2584,False,110,Sports Club,5789
2585,False,80,Sports Club,8143
2586,True,382,Sports Club,9003
2587,False,9,Sports Club,8354
2588,True,74,Sports Club,5685
2589,True,343,Sports Club,6406
2590,True,3,Religious Organization,6822
2591,True,243,Neighborhood Watch,8076
2592,False,281,None,3837
2593,True,241,Neighborhood Watch,5717
2594,True,267,Religious Organization,877
2595,False,170,Religious Organization,8931
2596,True,494,Religious Organization,6829
2597,True,276,Neighborhood Watch,928
2598,False,428,Sports Club,8424
2599,False,95,Religious Organization,7689
2600,False,222,Neighborhood Watch,2227
2601,True,334,Religious Organization,7831
2602,False,368,Neighborhood Watch,7733
2603,False,452,Religious Organization,2834
2604,False,391,Neighborhood Watch,9140
2605,False,353,Sports Club,6626
2606,False,301,None,9894
2607,True,378,Religious Organization,7819
2608,False,137,Neighborhood Watch,2550
2609,False,186,Sports Club,6002
2610,False,225,Sports Club,7635
2611,False,15,None,4839
2612,False,21,None,1977
2613,False,182,None,8204
2614,False,179,Sports Club,3489
2615,False,300,Religious Organization,2495
2616,True,494,Neighborhood Watch,877
2617,False,381,None,578
2618,False,163,None,5413
2619,False,204,Neighborhood Watch,4551
2620,False,296,Religious Organization,4854
2621,False,225,Sports Club,6039
2622,False,433,Neighborhood Watch,32
2623,True,273,None,6136
2624,False,4,None,64
2625,False,387,Sports Club,7807
2626,True,444,Neighborhood Watch,4854
2627,True,141,Sports Club,1594
2628,False,10,None,4261
2629,True,50,Religious Organization,6066
2630,True,114,None,6758
2631,True,20,Religious Organization,7503
2632,False,127,Neighborhood Watch,7626
2633,False,229,Religious Organization,207
2634,True,73,Sports Club,1794
2635,False,343,Religious Organization,3386
2636,True,196,Religious Organization,8750
