CitizenID,HighestEducation,FieldOfStudy,GraduationYear,LanguageProficiency
2534,Associate's Degree,Engineering,1977,Native
2535,High School,Sciences,2019,Fluent
2536,PhD,Arts,1978,Fluent
2537,Bachelor's Degree,Sciences,2021,Native
2538,High School,Engineering,1998,Intermediate
2539,High School,Arts,1992,Intermediate
2540,Associate's Degree,Business,1998,Basic
2541,Associate's Degree,Arts,1975,Native
2542,Master's Degree,Sciences,2021,Native
2543,Master's Degree,Business,1972,Native
2544,Master's Degree,Engineering,2012,Intermediate
2545,High School,Sciences,1985,Basic
2546,High School,Engineering,1979,Intermediate
2547,Bachelor's Degree,Business,1972,Native
2548,Associate's Degree,Arts,2017,Basic
2549,High School,Arts,2008,Basic
2550,Associate's Degree,Sciences,2022,Basic
2551,Bachelor's Degree,Law,1993,Basic
2552,High School,Business,1988,Basic
2553,Master's Degree,Engineering,2008,Intermediate
2554,Master's Degree,Law,2018,Fluent
2555,Bachelor's Degree,Business,1982,Intermediate
2556,Associate's Degree,Business,1983,Native
2557,PhD,Engineering,1974,Basic
2558,Bachelor's Degree,Business,1996,Fluent
2559,Bachelor's Degree,Sciences,1981,Fluent
2560,Associate's Degree,Law,2022,Fluent
2561,High School,Business,2005,Basic
2562,Master's Degree,Arts,1993,Native
2563,PhD,Engineering,2007,Basic
2564,Master's Degree,Engineering,2012,Fluent
2565,High School,Law,1975,Basic
2566,PhD,Sciences,1987,Intermediate
2567,Master's Degree,Engineering,2013,Basic
2568,Associate's Degree,Law,2009,Basic
2569,Bachelor's Degree,Business,1995,Fluent
2570,Master's Degree,Law,2020,Fluent
2571,Bachelor's Degree,Sciences,1998,Basic
2572,PhD,Business,2009,Basic
2573,Master's Degree,Law,2021,Intermediate
2574,Master's Degree,Engineering,1999,Intermediate
2575,Master's Degree,Arts,1997,Fluent
2576,PhD,Arts,2022,Fluent
2577,Master's Degree,Engineering,2010,Intermediate
2578,Associate's Degree,Arts,2018,Intermediate
2579,Bachelor's Degree,Sciences,2017,Intermediate
2580,Master's Degree,Engineering,2005,Basic
2581,Associate's Degree,Law,2019,Native
2582,Bachelor's Degree,Engineering,2005,Basic
2583,Associate's Degree,Business,1997,Fluent
2584,High School,Arts,2022,Intermediate
2585,High School,Law,1992,Basic
2586,PhD,Business,1989,Native
2587,High School,Sciences,2007,Fluent
2588,PhD,Business,2008,Native
2589,Master's Degree,Sciences,1970,Basic
2590,High School,Sciences,2011,Fluent
2591,Bachelor's Degree,Engineering,1996,Intermediate
2592,Master's Degree,Arts,2018,Basic
2593,High School,Engineering,2008,Intermediate
2594,Master's Degree,Engineering,2019,Basic
2595,High School,Law,1992,Basic
2596,Master's Degree,Law,2006,Basic
2597,Bachelor's Degree,Law,2008,Fluent
2598,Master's Degree,Arts,2011,Basic
2599,PhD,Engineering,1989,Fluent
2600,PhD,Arts,2018,Native
2601,Associate's Degree,Business,2016,Fluent
2602,Master's Degree,Business,1997,Intermediate
2603,Bachelor's Degree,Arts,2010,Native
2604,PhD,Law,2008,Basic
2605,High School,Business,2003,Fluent
2606,High School,Business,1998,Native
2607,Associate's Degree,Arts,1996,Fluent
2608,High School,Arts,1978,Intermediate
2609,High School,Business,2017,Intermediate
2610,Bachelor's Degree,Business,1970,Fluent
2611,Master's Degree,Law,2003,Intermediate
2612,Master's Degree,Sciences,1986,Basic
2613,PhD,Law,1985,Intermediate
2614,PhD,Business,2007,Native
2615,Bachelor's Degree,Engineering,1995,Intermediate
2616,Bachelor's Degree,Engineering,2008,Intermediate
2617,PhD,Engineering,1983,Basic
2618,Bachelor's Degree,Law,2017,Fluent
2619,PhD,Arts,2000,Basic
2620,High School,Law,1992,Native
2621,Master's Degree,Sciences,1998,Basic
2622,Bachelor's Degree,Law,2007,Fluent
2623,High School,Sciences,2001,Native
2624,High School,Law,1993,Fluent
2625,High School,Arts,1971,Fluent
2626,High School,Business,2012,Native
2627,High School,Business,1998,Native
2628,Associate's Degree,Engineering,1998,Native
2629,Bachelor's Degree,Law,1972,Basic
2630,PhD,Engineering,2018,Intermediate
2631,Bachelor's Degree,Engineering,1994,Fluent
2632,Bachelor's Degree,Engineering,1971,Basic
2633,PhD,Sciences,1990,Native
2634,Master's Degree,Sciences,2014,Fluent
2635,Master's Degree,Sciences,1997,Fluent
2636,PhD,Law,1993,Basic
2637,Associate's Degree,Arts,1997,Intermediate
2638,Bachelor's Degree,Business,1992,Fluent
2639,Associate's Degree,Law,1996,Fluent
2640,Associate's Degree,Engineering,2016,Basic
2641,High School,Business,2001,Intermediate
2642,Master's Degree,Sciences,1986,Intermediate
2643,High School,Law,2003,Basic
2644,Bachelor's Degree,Business,2005,Fluent
2645,Bachelor's Degree,Sciences,2019,Native
2646,PhD,Law,2006,Basic
2647,Master's Degree,Business,1985,Intermediate
2648,Master's Degree,Engineering,2014,Native
2649,Bachelor's Degree,Arts,1981,Intermediate
2650,Associate's Degree,Law,2022,Intermediate
2651,Master's Degree,Arts,1983,Fluent
2652,Associate's Degree,Arts,2004,Basic
2653,PhD,Arts,1991,Intermediate
2654,High School,Arts,2008,Intermediate
2655,Associate's Degree,Arts,1970,Fluent
2656,Associate's Degree,Arts,1980,Fluent
2657,Associate's Degree,Law,1989,Fluent
2658,High School,Law,2000,Fluent
2659,Master's Degree,Business,1998,Native
2660,Bachelor's Degree,Sciences,1996,Native
2661,PhD,Engineering,1970,Basic
2662,High School,Business,1971,Fluent
2663,Master's Degree,Law,1981,Native
2664,High School,Arts,2009,Basic
2665,High School,Business,2019,Intermediate
2666,PhD,Business,2006,Intermediate
2667,High School,Law,2016,Basic
2668,High School,Engineering,1992,Basic
2669,Bachelor's Degree,Engineering,2015,Basic
2670,Bachelor's Degree,Sciences,2000,Intermediate
2671,Master's Degree,Arts,2004,Fluent
2672,Associate's Degree,Law,2016,Basic
2673,Master's Degree,Sciences,2000,Native
2674,High School,Sciences,2017,Intermediate
2675,Bachelor's Degree,Business,1980,Intermediate
2676,Bachelor's Degree,Arts,1992,Intermediate
2677,Bachelor's Degree,Law,2010,Intermediate
2678,Master's Degree,Business,1986,Fluent
2679,Bachelor's Degree,Arts,1991,Intermediate
2680,Master's Degree,Engineering,1982,Native
2681,Associate's Degree,Arts,1989,Intermediate
2682,Master's Degree,Engineering,1991,Fluent
2683,Master's Degree,Engineering,2017,Native
2684,High School,Engineering,2020,Fluent
2685,PhD,Engineering,2005,Native
2686,Associate's Degree,Arts,2008,Fluent
2687,Bachelor's Degree,Business,2013,Basic
2688,PhD,Arts,2009,Native
2689,Associate's Degree,Business,2011,Native
2690,PhD,Arts,2004,Native
2691,High School,Business,1972,Fluent
2692,Bachelor's Degree,Sciences,1988,Fluent
2693,Bachelor's Degree,Business,2009,Intermediate
2694,PhD,Sciences,1990,Basic
2695,PhD,Business,1987,Fluent
2696,Bachelor's Degree,Law,2010,Basic
2697,PhD,Arts,2016,Native
2698,PhD,Arts,2018,Basic
2699,PhD,Arts,1992,Intermediate
2700,High School,Engineering,2018,Basic
2701,Master's Degree,Sciences,2006,Native
2702,Master's Degree,Sciences,2010,Intermediate
2703,High School,Arts,2018,Native
2704,Master's Degree,Business,1976,Native
2705,Master's Degree,Arts,2010,Fluent
2706,Master's Degree,Arts,1970,Intermediate
2707,PhD,Sciences,2007,Native
2708,Bachelor's Degree,Law,1985,Fluent
2709,Associate's Degree,Law,1976,Fluent
2710,Associate's Degree,Business,1972,Native
2711,Associate's Degree,Engineering,1978,Basic
2712,Associate's Degree,Law,1987,Fluent
2713,High School,Law,1986,Native
2714,High School,Sciences,2004,Fluent
2715,Bachelor's Degree,Engineering,1985,Intermediate
2716,Bachelor's Degree,Business,1981,Basic
2717,Associate's Degree,Sciences,2006,Basic
2718,Bachelor's Degree,Arts,2004,Intermediate
2719,High School,Engineering,2020,Intermediate
2720,High School,Business,1978,Fluent
2721,PhD,Sciences,1985,Intermediate
2722,PhD,Arts,2008,Fluent
2723,PhD,Law,1974,Native
2724,Associate's Degree,Law,2004,Basic
2725,Master's Degree,Engineering,1979,Native
2726,Bachelor's Degree,Sciences,1990,Basic
2727,PhD,Law,2012,Native
2728,Bachelor's Degree,Sciences,1994,Native
2729,Master's Degree,Business,2017,Intermediate
2730,PhD,Engineering,1996,Native
2731,Bachelor's Degree,Engineering,2001,Native
2732,Bachelor's Degree,Sciences,2005,Fluent
2733,PhD,Arts,2018,Basic
2734,Master's Degree,Engineering,1986,Native
2735,High School,Business,1976,Basic
2736,High School,Arts,1995,Intermediate
2737,High School,Arts,2019,Intermediate
2738,High School,Arts,1997,Intermediate
2739,PhD,Arts,1998,Intermediate
2740,High School,Engineering,2003,Basic
2741,High School,Business,1971,Native
2742,Bachelor's Degree,Business,2021,Native
2743,Master's Degree,Engineering,2011,Fluent
2744,Master's Degree,Sciences,2015,Basic
2745,Master's Degree,Arts,1980,Native
2746,Master's Degree,Engineering,1971,Native
2747,Associate's Degree,Law,2016,Fluent
2748,Associate's Degree,Law,1972,Native
2749,Associate's Degree,Business,2003,Native
2750,PhD,Business,1989,Fluent
2751,High School,Sciences,2008,Fluent
2752,Bachelor's Degree,Engineering,2018,Intermediate
2753,Associate's Degree,Engineering,1983,Basic
2754,Associate's Degree,Business,2003,Basic
2755,PhD,Engineering,1989,Basic
2756,Associate's Degree,Arts,1999,Basic
2757,Master's Degree,Business,1975,Fluent
2758,High School,Sciences,1972,Intermediate
2759,PhD,Law,1985,Native
2760,PhD,Business,1986,Fluent
2761,High School,Engineering,2013,Basic
2762,Master's Degree,Sciences,1999,Native
2763,Bachelor's Degree,Business,1972,Fluent
2764,Associate's Degree,Law,2017,Native
2765,PhD,Arts,1975,Native
2766,Bachelor's Degree,Engineering,2005,Native
2767,High School,Arts,1995,Native
2768,Bachelor's Degree,Business,1980,Fluent
2769,High School,Law,2021,Fluent
2770,PhD,Sciences,1974,Fluent
2771,Master's Degree,Arts,2014,Basic
2772,High School,Business,2004,Intermediate
2773,Bachelor's Degree,Law,2012,Native
2774,High School,Engineering,1995,Intermediate
2775,PhD,Engineering,2001,Native
2776,Associate's Degree,Engineering,2001,Fluent
2777,Bachelor's Degree,Engineering,2003,Intermediate
2778,Bachelor's Degree,Engineering,2011,Native
2779,Associate's Degree,Sciences,1989,Basic
2780,High School,Business,1988,Basic
2781,Master's Degree,Arts,2019,Basic
2782,Associate's Degree,Business,1999,Intermediate
2783,PhD,Sciences,2013,Fluent
2784,Associate's Degree,Sciences,1980,Fluent
2785,Master's Degree,Business,2013,Intermediate
2786,Master's Degree,Law,1988,Intermediate
2787,Associate's Degree,Engineering,1986,Native
2788,Associate's Degree,Law,1984,Intermediate
2789,High School,Sciences,1999,Intermediate
2790,Master's Degree,Sciences,1970,Native
2791,Bachelor's Degree,Business,2015,Fluent
2792,Master's Degree,Law,2017,Basic
2793,PhD,Law,2001,Intermediate
2794,PhD,Sciences,2006,Intermediate
2795,High School,Engineering,1974,Basic
2796,High School,Law,1995,Native
2797,Master's Degree,Law,1994,Intermediate
2798,Master's Degree,Engineering,1972,Intermediate
2799,Master's Degree,Sciences,1998,Fluent
2800,Associate's Degree,Business,1995,Fluent
2801,High School,Arts,2003,Native
2802,Bachelor's Degree,Law,2017,Intermediate
2803,High School,Law,2020,Intermediate
2804,PhD,Business,1978,Intermediate
2805,High School,Business,2001,Basic
2806,High School,Engineering,1995,Fluent
2807,Associate's Degree,Law,1978,Fluent
2808,Master's Degree,Law,2000,Intermediate
2809,Master's Degree,Engineering,1991,Native
2810,High School,Engineering,1978,Native
2811,PhD,Business,2004,Intermediate
2812,Associate's Degree,Business,1974,Fluent
2813,Associate's Degree,Sciences,1983,Native
2814,Associate's Degree,Business,1993,Basic
2815,Associate's Degree,Engineering,1978,Native
2816,PhD,Engineering,2004,Fluent
2817,Master's Degree,Arts,1977,Basic
2818,PhD,Sciences,2003,Native
2819,PhD,Arts,1996,Fluent
2820,Associate's Degree,Sciences,2010,Basic
2821,Associate's Degree,Engineering,2013,Intermediate
2822,High School,Law,1989,Basic
2823,Master's Degree,Business,1999,Basic
2824,PhD,Arts,1998,Basic
2825,Master's Degree,Sciences,2018,Native
2826,Master's Degree,Engineering,2003,Basic
2827,High School,Business,2012,Native
2828,PhD,Sciences,1970,Native
2829,Master's Degree,Business,1995,Native
2830,Associate's Degree,Sciences,2022,Native
2831,PhD,Engineering,2010,Native
2832,Associate's Degree,Engineering,1990,Intermediate
2833,Master's Degree,Business,1973,Intermediate
2834,PhD,Sciences,2001,Basic
2835,Master's Degree,Business,2007,Basic
2836,High School,Law,1984,Native
2837,Associate's Degree,Engineering,1973,Native
2838,Master's Degree,Business,1977,Intermediate
2839,PhD,Law,1989,Fluent
2840,PhD,Engineering,2012,Fluent
2841,High School,Sciences,1988,Fluent
2842,PhD,Arts,1978,Native
2843,Bachelor's Degree,Business,1984,Basic
2844,Bachelor's Degree,Engineering,2019,Native
2845,High School,Arts,2002,Intermediate
2846,Associate's Degree,Business,2004,Native
2847,Bachelor's Degree,Business,1979,Native
2848,Bachelor's Degree,Law,1977,Native
2849,High School,Business,1991,Native
2850,Master's Degree,Arts,1996,Intermediate
2851,Bachelor's Degree,Arts,1990,Intermediate
2852,Associate's Degree,Law,2015,Basic
2853,High School,Business,1984,Fluent
2854,PhD,Sciences,2005,Basic
2855,Associate's Degree,Business,1970,Native
2856,Master's Degree,Sciences,1984,Native
2857,Master's Degree,Law,1993,Intermediate
2858,Associate's Degree,Arts,2010,Fluent
2859,Associate's Degree,Law,2020,Native
2860,Bachelor's Degree,Engineering,1981,Intermediate
2861,High School,Sciences,2021,Basic
2862,Bachelor's Degree,Sciences,1984,Native
2863,High School,Engineering,2004,Basic
2864,Associate's Degree,Sciences,1993,Intermediate
2865,Associate's Degree,Law,2012,Intermediate
2866,PhD,Business,1999,Fluent
2867,Associate's Degree,Sciences,1989,Native
2868,Master's Degree,Engineering,2015,Basic
2869,High School,Law,1996,Fluent
2870,Associate's Degree,Engineering,1980,Intermediate
2871,Associate's Degree,Arts,1976,Basic
2872,Master's Degree,Arts,1984,Fluent
2873,Bachelor's Degree,Arts,2018,Intermediate
2874,High School,Business,2004,Native
2875,High School,Engineering,2011,Basic
2876,Master's Degree,Sciences,2016,Intermediate
2877,High School,Engineering,1985,Basic
2878,Bachelor's Degree,Engineering,1990,Fluent
2879,PhD,Law,1971,Intermediate
2880,High School,Business,1977,Native
2881,PhD,Business,1997,Native
2882,Bachelor's Degree,Sciences,2020,Native
2883,PhD,Arts,2006,Basic
2884,Master's Degree,Arts,2012,Native
2885,High School,Business,1992,Native
2886,Bachelor's Degree,Law,2018,Basic
2887,Bachelor's Degree,Arts,1973,Fluent
2888,High School,Sciences,2001,Fluent
2889,Bachelor's Degree,Law,1980,Basic
2890,High School,Business,2021,Intermediate
2891,Bachelor's Degree,Law,2010,Native
2892,High School,Arts,1970,Fluent
2893,High School,Engineering,2006,Fluent
2894,Associate's Degree,Sciences,1995,Native
2895,PhD,Law,1980,Fluent
2896,PhD,Engineering,2012,Intermediate
2897,Associate's Degree,Sciences,1990,Fluent
2898,PhD,Engineering,2017,Basic
2899,PhD,Arts,2004,Intermediate
2900,High School,Engineering,2012,Basic
2901,Bachelor's Degree,Law,2017,Basic
2902,Associate's Degree,Business,1997,Basic
2903,Master's Degree,Sciences,1977,Basic
2904,Master's Degree,Business,1983,Intermediate
2905,Master's Degree,Business,1988,Intermediate
2906,PhD,Arts,2014,Native
2907,High School,Business,2010,Fluent
2908,Associate's Degree,Arts,2019,Native
2909,High School,Business,1971,Native
2910,Master's Degree,Law,1983,Intermediate
2911,Master's Degree,Law,2004,Fluent
2912,Bachelor's Degree,Engineering,2005,Native
2913,Master's Degree,Business,2016,Fluent
2914,Associate's Degree,Law,1976,Native
2915,Associate's Degree,Law,1985,Native
2916,Associate's Degree,Arts,1994,Fluent
2917,PhD,Engineering,2011,Intermediate
2918,High School,Law,2016,Basic
2919,Bachelor's Degree,Sciences,1973,Basic
2920,Bachelor's Degree,Engineering,1991,Basic
2921,PhD,Engineering,1983,Basic
2922,PhD,Business,1998,Native
2923,Bachelor's Degree,Law,1997,Intermediate
2924,Associate's Degree,Law,2000,Fluent
2925,PhD,Law,1980,Intermediate
2926,High School,Business,1974,Native
2927,High School,Arts,2000,Intermediate
2928,Master's Degree,Engineering,1976,Native
2929,PhD,Engineering,1999,Basic
2930,High School,Engineering,1994,Intermediate
2931,Associate's Degree,Engineering,2019,Intermediate
2932,Associate's Degree,Law,1990,Fluent
2933,Associate's Degree,Law,1984,Intermediate
2934,Master's Degree,Engineering,2003,Native
2935,High School,Law,2019,Native
2936,Master's Degree,Sciences,2001,Native
2937,Bachelor's Degree,Arts,2015,Basic
2938,PhD,Arts,2010,Basic
2939,High School,Business,1976,Intermediate
2940,PhD,Arts,2009,Fluent
2941,Associate's Degree,Sciences,2017,Basic
2942,Bachelor's Degree,Business,1989,Fluent
2943,Associate's Degree,Law,2020,Native
2944,Bachelor's Degree,Engineering,1994,Intermediate
2945,Bachelor's Degree,Arts,2015,Intermediate
2946,Associate's Degree,Sciences,1985,Intermediate
2947,Bachelor's Degree,Law,1991,Native
2948,High School,Sciences,1995,Native
2949,Associate's Degree,Business,2019,Fluent
2950,Bachelor's Degree,Arts,1975,Fluent
2951,Associate's Degree,Sciences,1981,Basic
2952,Bachelor's Degree,Sciences,1974,Fluent
2953,Bachelor's Degree,Business,1977,Fluent
2954,PhD,Arts,1998,Fluent
2955,Master's Degree,Engineering,1994,Intermediate
2956,High School,Engineering,2017,Basic
2957,High School,Sciences,2021,Fluent
2958,Associate's Degree,Arts,1987,Basic
2959,Associate's Degree,Business,2001,Fluent
2960,Master's Degree,Law,2001,Intermediate
2961,Master's Degree,Arts,1980,Intermediate
2962,High School,Engineering,1986,Native
2963,PhD,Sciences,1983,Native
2964,Bachelor's Degree,Engineering,1972,Native
2965,High School,Law,1993,Intermediate
2966,PhD,Sciences,1985,Intermediate
2967,Bachelor's Degree,Business,1989,Basic
2968,Bachelor's Degree,Arts,1970,Basic
2969,Master's Degree,Arts,2004,Native
2970,PhD,Sciences,2000,Intermediate
2971,Bachelor's Degree,Law,1998,Basic
2972,Bachelor's Degree,Engineering,1971,Intermediate
2973,Associate's Degree,Law,1988,Intermediate
2974,Master's Degree,Law,1993,Basic
2975,PhD,Sciences,1987,Native
2976,PhD,Business,2021,Basic
2977,PhD,Law,1977,Basic
2978,Master's Degree,Business,1990,Basic
2979,PhD,Business,1979,Fluent
2980,Bachelor's Degree,Law,1993,Native
2981,PhD,Sciences,2012,Basic
2982,Master's Degree,Engineering,2007,Native
2983,PhD,Sciences,1998,Intermediate
2984,Bachelor's Degree,Engineering,2003,Intermediate
2985,Bachelor's Degree,Sciences,1995,Fluent
2986,Associate's Degree,Arts,2005,Fluent
2987,Associate's Degree,Law,2020,Intermediate
2988,PhD,Law,2020,Intermediate
2989,PhD,Business,1989,Basic
2990,PhD,Sciences,2016,Fluent
2991,Bachelor's Degree,Law,1987,Intermediate
2992,PhD,Sciences,1988,Intermediate
2993,Master's Degree,Arts,1997,Intermediate
2994,Bachelor's Degree,Engineering,1980,Fluent
2995,PhD,Business,1999,Intermediate
2996,Bachelor's Degree,Arts,1992,Basic
2997,High School,Sciences,1970,Basic
2998,Master's Degree,Engineering,1975,Basic
2999,Associate's Degree,Arts,1975,Fluent
3000,Associate's Degree,Business,1987,Basic
3001,Associate's Degree,Engineering,1988,Basic
3002,Associate's Degree,Engineering,2018,Native
3003,High School,Engineering,2011,Intermediate
3004,Master's Degree,Law,1991,Fluent
3005,Master's Degree,Law,1985,Fluent
3006,Master's Degree,Business,1985,Native
3007,Associate's Degree,Business,1994,Intermediate
3008,Associate's Degree,Engineering,1992,Intermediate
3009,Master's Degree,Arts,2004,Fluent
3010,High School,Business,1974,Basic
3011,High School,Sciences,2015,Fluent
3012,High School,Engineering,2010,Intermediate
3013,Bachelor's Degree,Business,1977,Native
3014,Master's Degree,Business,2020,Basic
3015,Master's Degree,Arts,1970,Native
3016,Master's Degree,Sciences,1980,Native
3017,Master's Degree,Arts,1994,Intermediate
3018,High School,Business,2018,Native
3019,High School,Law,1984,Fluent
3020,Bachelor's Degree,Arts,1994,Native
3021,High School,Law,1978,Intermediate
3022,PhD,Engineering,1987,Intermediate
3023,Associate's Degree,Law,1995,Basic
3024,Associate's Degree,Business,1981,Basic
3025,PhD,Engineering,1988,Fluent
3026,Associate's Degree,Sciences,1974,Intermediate
3027,High School,Arts,1986,Fluent
3028,Master's Degree,Sciences,2010,Intermediate
3029,High School,Arts,1991,Fluent
3030,High School,Arts,2021,Basic
3031,High School,Arts,2020,Fluent
3032,Associate's Degree,Law,2015,Fluent
3033,Bachelor's Degree,Sciences,2022,Intermediate
3034,PhD,Arts,1998,Fluent
3035,PhD,Business,1976,Native
3036,High School,Law,1994,Basic
3037,Master's Degree,Law,2022,Basic
3038,Master's Degree,Sciences,2001,Basic
3039,Bachelor's Degree,Engineering,2014,Fluent
3040,PhD,Arts,2022,Fluent
3041,Master's Degree,Sciences,1986,Intermediate
3042,Associate's Degree,Business,2007,Native
3043,PhD,Arts,1988,Intermediate
3044,Bachelor's Degree,Engineering,1988,Intermediate
3045,Bachelor's Degree,Arts,1985,Native
3046,Associate's Degree,Law,2005,Basic
3047,Bachelor's Degree,Law,2000,Native
3048,High School,Engineering,1982,Basic
3049,High School,Arts,2009,Native
3050,Bachelor's Degree,Sciences,1993,Basic
3051,High School,Sciences,2000,Basic
3052,Associate's Degree,Law,2013,Fluent
3053,Master's Degree,Business,1978,Basic
3054,Bachelor's Degree,Sciences,1986,Native
3055,Master's Degree,Engineering,1971,Basic
3056,High School,Engineering,1981,Native
3057,High School,Sciences,2006,Basic
3058,High School,Business,1979,Intermediate
3059,Associate's Degree,Engineering,1985,Intermediate
3060,PhD,Engineering,1985,Basic
3061,Associate's Degree,Law,2021,Fluent
3062,High School,Law,1970,Basic
3063,Associate's Degree,Engineering,1971,Basic
3064,PhD,Law,2007,Native
3065,Master's Degree,Engineering,2013,Basic
3066,Bachelor's Degree,Arts,1992,Intermediate
3067,Bachelor's Degree,Sciences,1981,Basic
3068,High School,Business,2012,Native
3069,High School,Business,1984,Basic
3070,PhD,Arts,2015,Basic
3071,Bachelor's Degree,Arts,1981,Fluent
3072,PhD,Law,1970,Fluent
3073,Master's Degree,Arts,1972,Intermediate
3074,Master's Degree,Arts,1982,Native
3075,Master's Degree,Sciences,1999,Basic
3076,PhD,Law,2007,Basic
3077,Master's Degree,Engineering,2008,Basic
3078,Bachelor's Degree,Law,1983,Basic
3079,Associate's Degree,Arts,1970,Fluent
3080,Associate's Degree,Engineering,2003,Native
3081,High School,Engineering,2017,Intermediate
3082,PhD,Arts,1970,Intermediate
3083,Associate's Degree,Business,1996,Basic
3084,Bachelor's Degree,Engineering,2022,Basic
3085,Master's Degree,Engineering,2001,Fluent
3086,High School,Arts,2009,Basic
3087,Master's Degree,Sciences,2010,Native
3088,Bachelor's Degree,Law,2022,Native
3089,Master's Degree,Law,1975,Fluent
3090,Associate's Degree,Sciences,2022,Basic
3091,PhD,Arts,1978,Intermediate
3092,PhD,Arts,2015,Intermediate
3093,Associate's Degree,Sciences,2018,Native
3094,Associate's Degree,Law,1988,Basic
3095,Master's Degree,Business,2010,Fluent
3096,High School,Arts,1989,Intermediate
3097,PhD,Sciences,1996,Native
3098,Associate's Degree,Arts,1991,Native
3099,Bachelor's Degree,Sciences,2002,Basic
3100,Bachelor's Degree,Arts,2017,Basic
3101,High School,Law,2019,Native
3102,Master's Degree,Law,2019,Native
3103,Master's Degree,Arts,1990,Basic
3104,PhD,Sciences,2018,Intermediate
3105,High School,Sciences,1996,Intermediate
3106,Bachelor's Degree,Law,2016,Native
3107,PhD,Law,1980,Basic
3108,High School,Engineering,1972,Native
3109,Associate's Degree,Law,2012,Fluent
3110,High School,Business,2011,Intermediate
3111,Associate's Degree,Business,2017,Native
3112,Associate's Degree,Business,1976,Native
3113,High School,Arts,1989,Intermediate
3114,High School,Business,2022,Basic
3115,High School,Sciences,2005,Fluent
3116,High School,Business,2005,Native
3117,Associate's Degree,Business,2019,Intermediate
3118,Associate's Degree,Engineering,1993,Fluent
3119,High School,Business,2021,Intermediate
3120,Master's Degree,Arts,2017,Native
3121,Associate's Degree,Business,1982,Native
3122,Associate's Degree,Law,2018,Fluent
3123,High School,Engineering,1979,Intermediate
3124,PhD,Engineering,1978,Basic
3125,PhD,Engineering,1970,Basic
3126,PhD,Engineering,1972,Native
3127,Bachelor's Degree,Engineering,1971,Basic
3128,Master's Degree,Business,1971,Native
3129,High School,Business,2008,Fluent
3130,Master's Degree,Arts,2021,Fluent
3131,Master's Degree,Business,1990,Fluent
3132,Master's Degree,Arts,1979,Intermediate
3133,High School,Engineering,2013,Native
3134,PhD,Law,2007,Fluent
3135,Associate's Degree,Sciences,2007,Basic
3136,Master's Degree,Business,1975,Fluent
3137,Master's Degree,Sciences,2002,Fluent
3138,Bachelor's Degree,Law,2010,Basic
3139,Associate's Degree,Business,1971,Basic
3140,Associate's Degree,Engineering,2002,Native
3141,Bachelor's Degree,Law,2005,Basic
3142,Master's Degree,Arts,1989,Fluent
3143,Associate's Degree,Arts,1983,Native
3144,PhD,Business,2004,Basic
3145,Bachelor's Degree,Arts,2020,Basic
3146,Master's Degree,Law,2002,Intermediate
3147,Associate's Degree,Engineering,2000,Native
3148,High School,Engineering,2019,Fluent
3149,Associate's Degree,Law,1984,Intermediate
3150,High School,Engineering,2008,Intermediate
3151,Associate's Degree,Engineering,1975,Basic
3152,Associate's Degree,Sciences,1976,Native
3153,Associate's Degree,Law,1999,Basic
3154,Bachelor's Degree,Engineering,2021,Native
3155,Bachelor's Degree,Business,1982,Native
3156,Bachelor's Degree,Arts,2021,Fluent
3157,PhD,Law,2005,Fluent
3158,High School,Business,2001,Fluent
3159,Associate's Degree,Law,2004,Basic
3160,Associate's Degree,Law,1970,Native
3161,PhD,Business,1981,Native
3162,Master's Degree,Engineering,2017,Fluent
3163,Master's Degree,Sciences,1982,Native
3164,Master's Degree,Sciences,2010,Basic
3165,PhD,Arts,2021,Intermediate
3166,Associate's Degree,Business,1998,Basic
3167,Bachelor's Degree,Law,2006,Native
3168,Bachelor's Degree,Arts,1995,Basic
3169,Master's Degree,Arts,1991,Fluent
3170,Bachelor's Degree,Engineering,2004,Intermediate
3171,Bachelor's Degree,Law,2006,Native
3172,Associate's Degree,Engineering,1981,Fluent
3173,Master's Degree,Engineering,1979,Intermediate
3174,Bachelor's Degree,Engineering,2019,Native
3175,High School,Engineering,1999,Intermediate
3176,Master's Degree,Arts,1991,Basic
3177,Associate's Degree,Engineering,1982,Native
3178,PhD,Business,1972,Native
3179,PhD,Sciences,1976,Fluent
3180,High School,Engineering,2020,Fluent
3181,Master's Degree,Arts,1974,Basic
3182,High School,Law,2020,Native
3183,Master's Degree,Arts,2012,Basic
3184,Associate's Degree,Sciences,2009,Basic
3185,High School,Engineering,1992,Fluent
3186,PhD,Business,2015,Native
3187,Associate's Degree,Business,1978,Fluent
3188,Master's Degree,Sciences,1989,Intermediate
3189,Associate's Degree,Sciences,1979,Native
3190,PhD,Sciences,1988,Fluent
3191,PhD,Business,1990,Fluent
3192,High School,Law,2005,Intermediate
3193,High School,Law,2004,Basic
3194,High School,Business,2000,Basic
3195,PhD,Arts,1980,Intermediate
3196,Associate's Degree,Law,2022,Intermediate
3197,PhD,Business,2012,Fluent
3198,High School,Engineering,2018,Fluent
3199,Master's Degree,Business,1984,Basic
3200,Bachelor's Degree,Law,2003,Intermediate
3201,Associate's Degree,Arts,1990,Native
3202,PhD,Sciences,1972,Intermediate
3203,Master's Degree,Arts,1992,Native
3204,High School,Business,1997,Fluent
3205,Associate's Degree,Arts,1998,Fluent
